RANK_CO,PBLPRFR_NM,GENRE_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AREA_NM,PBLPRFR_PLACE_NM,RDNMADR_NM,LC_LA,LC_LO
12,"TOMORROW x TOGETHER WORLD TOUR, ACT: SWEET MIRAGE [서울]",대중음악,20230325,20230326,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
13,LOVESOME: 불편한 편의점,대중음악,20230422,20230423,서울특별시,잠실종합운동장,서울특별시 송파구 올림픽로 25 (잠실동),37.5161925,127.0759221
14,결투,뮤지컬,20230205,20230417,서울특별시,대학로 드림아트센터,서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터,37.5820171,127.0035363
15,아마데우스,연극,20230212,20230411,서울특별시,세종문화회관,서울특별시 종로구 세종대로 175 (세종로),37.5725254,126.9756429
16,"SUPER JUNIOR WORLD TOUR, SUPER SHOW 9: ROAD_SHOW",대중음악,20230415,20230416,서울특별시,잠실종합운동장,서울특별시 송파구 올림픽로 25 (잠실동),37.5161925,127.0759221
17,광염 소나타,뮤지컬,20230313,20230604,서울특별시,대학로 드림아트센터,서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터,37.5820171,127.0035363
18,이찬원 콘서트: ONE DAY [서울],대중음악,20230324,20230326,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
19,"제195회 국립발레단 정기공연, 돈키호테",무용,20230412,20230416,서울특별시,예술의전당,서울특별시 서초구 남부순환로 2406 (서초동),37.4786896,127.0118241
20,이찬원 콘서트: ONE DAY [대구],대중음악,20230505,20230507,대구광역시,엑스코 컨벤션홀,대구 북구 엑스코로 10,35.906844,128.613313
21,일라이,뮤지컬,20230210,20230430,서울특별시,링크아트센터,서울특별시 종로구 대학로14길 29,37.58469,127.0022947
22,불타는 트롯맨 전국투어 콘서트 [서울],대중음악,20230429,20230430,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
23,ATEEZ WORLD TOUR: THE FELLOWSHIP BREAK THE WALL [서울],대중음악,20230428,20230429,서울특별시,잠실종합운동장,서울특별시 송파구 올림픽로 25 (잠실동),37.5161925,127.0759221
24,HIPHOPPLAYA FESTIVAL,대중음악,20230429,20230430,서울특별시,난지한강공원,서울특별시 마포구 한강난지로 162,37.5628372,126.8854229
25,인터뷰,뮤지컬,20230304,20230528,서울특별시,예스24 스테이지(구. DCF대명문화공장),서울특별시 종로구 대학로12길 21 (동숭동),37.5827158,127.0032484
26,미스터트롯2 전국투어 콘서트 [대구],대중음악,20230513,20230514,대구광역시,엑스코 컨벤션홀,대구 북구 엑스코로 10,35.906844,128.613313
27,시카고,뮤지컬,20230527,20230806,서울특별시,블루스퀘어,서울특별시 용산구 이태원로 294 (한남동),37.5408717,127.0024401
28,호프: 읽히지 않은 책과 읽히지 않은 인생,뮤지컬,20230316,20230611,서울특별시,유니플렉스,서울특별시 종로구 대학로12길 64,37.5811328,127.0036997
29,미스터트롯2 전국투어 콘서트 [창원],대중음악,20230527,20230528,경상남도,창원컨벤션센터,경상남도 창원시 성산구 원이대로 362,35.2383993,128.656895
30,뷰티풀 민트 라이프,대중음악,20230513,20230514,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
31,미드나잇: 앤틀러스,뮤지컬,20230131,20230423,서울특별시,플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터),서울특별시 종로구 대학로12길 73 (동숭동),37.5807747,127.0039649
32,베토벤: Beethoven Secret,뮤지컬,20230112,20230326,서울특별시,예술의전당,서울특별시 서초구 남부순환로 2406 (서초동),37.4786896,127.0118241
33,김호중 클래식 콘서트: TVAROTTI,서양음악(클래식),20230315,20230316,서울특별시,세종문화회관,서울특별시 종로구 세종대로 175 (세종로),37.5725254,126.9756429
34,미스터트롯2 전국투어 콘서트 [인천],대중음악,20230624,20230625,인천광역시,송도컨벤시아,인천광역시 연수구 송도동 센트럴로 123,37.3881431,126.6455531
35,LUCY 콘서트: INSERT COIN: parade (앵콜),대중음악,20230422,20230423,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
36,로빈,뮤지컬,20230109,20230409,서울특별시,티오엠씨어터(구. 문화공간필링),서울특별시 종로구 대학로8가길 85 (동숭동),37.5822467,127.0037166
37,식스 더 뮤지컬 (내한),뮤지컬,20230310,20230326,서울특별시,코엑스 아티움,서울특별시 강남구 삼성동 영동대로 513 코엑스아티움,37.509993,127.061477
38,미스터트롯2 전국투어 콘서트 [부산],대중음악,20230708,20230709,부산광역시,벡스코 (BEXCO),부산광역시 해운대구 APEC로 55,35.1679229,129.1356974
39,셰익스피어 인 러브,연극,20230128,20230326,서울특별시,예술의전당,서울특별시 서초구 남부순환로 2406 (서초동),37.4786896,127.0118241
40,윌리엄과 윌리엄의 윌리엄들,뮤지컬,20230308,20230528,서울특별시,대학로 아트원씨어터,서울특별시 종로구 대학로12길 83 (동숭동),37.5802316,127.0040004
41,미스터트롯2 전국투어 콘서트 [대전],대중음악,20230603,20230604,대전광역시,대전컨벤션센터,대전광역시 유성구 엑스포로 107,36.3749837,127.3916917
42,부평아트센터 시니어공연: 청춘부평,한국음악(국악),20230316,20230323,인천광역시,부평아트센터,인천광역시 부평구 십정동 아트센터로 166,37.4824966,126.7049522
43,대구힙합페스티벌,대중음악,20230506,20230507,대구광역시,대구스타디움,대구광역시 수성구 유니버시아드로 180,35.8297681,128.6901638
44,미스터트롯2 전국투어 콘서트 [광주],대중음악,20230610,20230611,광주광역시,김대중컨벤션센터,광주광역시 서구 치평동 상무누리로 30,35.1467771,126.8404805
45,모차르트 마술피리,서양음악(클래식),20230330,20230402,서울특별시,세종문화회관,서울특별시 종로구 세종대로 175 (세종로),37.5725254,126.9756429
46,나쁜자석 (OUR BAD MAGNET),연극,20230307,20230528,서울특별시,대학로 아트원씨어터,서울특별시 종로구 대학로12길 83 (동숭동),37.5802316,127.0040004
47,나무 위의 군대,연극,20230620,20230805,서울특별시,LG아트센터,서울특별시 강남구 논현로 508 (역삼동),37.5022937,127.0375211
48,"실비아, 살다",뮤지컬,20230211,20230416,서울특별시,티오엠씨어터(구. 문화공간필링),서울특별시 종로구 대학로8가길 85 (동숭동),37.5822467,127.0037166
49,나르치스와 골드문트,뮤지컬,20230415,20230702,서울특별시,티오엠씨어터(구. 문화공간필링),서울특별시 종로구 대학로8가길 85 (동숭동),37.5822467,127.0037166
50,볼빨간사춘기 단독 콘서트: 사랑.zip,대중음악,20230429,20230430,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
