RANK_CO,PBLPRFR_NM,GENRE_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AREA_NM,PBLPRFR_PLACE_NM,RDNMADR_NM,LC_LA,LC_LO
40,"어썸스테이지, 하현상 & LUCY & TOUCHED [서울]",대중음악,20230128,20230129,서울특별시,KBS스포츠월드,서울특별시 강서구 공항대로 376 (화곡동) kbs스포츠월드,37.5567802,126.8476094
41,넓은 하늘의 무지개를 보면 내 마음은 춤춘다,연극,20221218,20230219,서울특별시,국립극장,서울특별시 중구 장충단로 59 (장충동2가),37.5523153,126.999636
42,에쿠우스 [서울],연극,20221108,20230129,서울특별시,충무아트센터,서울특별시 중구 퇴계로 387 (흥인동),37.5660139,127.0148131
43,푸른 잿빛 밤,뮤지컬,20221122,20230129,서울특별시,대학로 드림아트센터,서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터,37.5820171,127.0035363
44,"파리 오페라 발레, 지젤",무용,20230308,20230311,서울특별시,LG아트센터,서울특별시 강남구 논현로 508 (역삼동),37.5022937,127.0375211
45,친정엄마와 2박3일 [인천],연극,20230204,20230205,인천광역시,인천문화예술회관 대공연장,인천 남동구 예술로 149 인천종합문화예술회관,37.447764,126.700089
46,광부화가들,연극,20221201,20230122,서울특별시,두산아트센터,서울특별시 종로구 종로33길 15 (연지동),37.571729,127.0011893
47,서툰 사람들,연극,20221126,20230219,서울특별시,예스24 스테이지(구. DCF대명문화공장),서울특별시 종로구 대학로12길 21 (동숭동),37.5827158,127.0032484
48,제32회 서울가요대상,대중음악,20230119,20230119,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
49,식스 더 뮤지컬 (내한),뮤지컬,20230310,20230326,서울특별시,코엑스 아티움,서울특별시 강남구 삼성동 영동대로 513 코엑스아티움,37.509993,127.061477
50,용의자X의 헌신,뮤지컬,20221126,20230129,서울특별시,한전아트센터,서울특별시 서초구 서초동 1355,37.485683,127.028023
